Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Ardeotis kori,aves,otidiformes,otididae,0,0,27,115,11,0,0,0,1,23.5,1.5,365,1,0,0,0,0,0,0,0,0,1,0,1,1
Dumetella carolinensis,aves,passeriformes,mimidae,1,0,10,22,0.0395,1,0,0,0,13,3,12,0,0,0,1,1,0,0,0,1,0,0,1,1
Phoeniconaias minor,aves,phoenicopteriformes,phoenicopteridae,0,0,50,,1.5,1,0,2,0,28,1,84,1,0,1,1,0,0,0,0,0,1,0,1,1
Amazona oratrix,aves,psittaciformes,psittacidae,0,1,80,40.5,,1,0,2,0,27,2.5,70,0,0,0,0,0,0,0,0,0,0,0,0,1
Gyps rueppelli,aves,accipitriformes,accipitridae,0,1,45,94,7.5,1,0,0,0,55,1,150,1,0,0,0,0,0,0,0,0,1,0,1,1
Phoenicopterus chilensis,aves,phoenicopteriformes,phoenicopteridae,0,0,45,,2.5,1,0,1,0,28.5,1,67.5,0,0,0,0,0,0,0,0,0,1,1,1,0
Gygis alba,aves,charadriiformes,laridae,1,0,17,30.5,0.1155,1,0,1,0,36,1,48,1,1,1,0,1,0,0,0,0,0,0,0,1
Calyptorhynchus banksii,aves,psittaciformes,cacatuidae,0,0,37.5,60,0.7675,1,0,2,0,29,1.5,90,0,0,0,0,1,0,0,0,0,1,0,1,1
Neophron percnopterus,aves,accipitriformes,accipitridae,0,1,33.5,64,1.5,0,0,0,0,42,2,120,1,0,1,1,0,0,0,0,0,1,0,1,0
Grus virgo,aves,gruiformes,gruidae,2,0,45,92.5,2.5,1,0,0,0,28,2,60,0,0,1,0,0,0,0,0,1,1,0,1,1
Amazona autumnalis,aves,psittaciformes,psittacidae,0,0,77.5,33.5,0.3995,1,0,2,0,26,3.5,60,0,0,0,0,0,0,0,0,0,0,0,0,1
Ciconia ciconia,aves,ciconiiformes,ciconiidae,2,0,27.5,107.5,3,1,0,1,0,33.5,3.5,63,1,0,1,1,0,0,0,0,1,1,0,1,1
Paradisaea apoda,aves,passeriformes,paradisaeidae,0,0,17.5,39,,0,0,0,1,,7,,0,0,1,0,1,0,0,0,0,0,0,0,1
Spheniscus demersus,aves,sphenisciformes,spheniscidae,0,1,12.5,,3.5,1,0,1,0,40,2,120,1,0,0,0,0,0,0,0,0,0,0,1,0
Sarcoramphus papa,aves,accipitriformes,cathartidae,0,0,32.5,74,3,1,0,0,0,56.5,1,240,0,0,0,0,0,0,0,0,0,1,0,0,1
Balearica pavonina,aves,gruiformes,gruidae,0,1,23.5,,3,1,0,0,0,29.5,2.5,80,1,0,0,0,0,0,0,0,0,0,0,0,1
Cicinnurus regius,aves,passeriformes,paradisaeidae,1,0,17.5,17.5,,0,0,2,1,17,,14,0,0,1,0,1,0,0,0,0,0,0,0,1
Anodorhynchus leari,aves,psittaciformes,psittacidae,,1,45,72.5,0.945,1,0,2,0,27,1.5,90,0,0,0,0,0,0,0,0,0,1,0,0,1
Streptopelia decaocto,aves,columbiformes,columbidae,2,0,16,29.5,0.1825,1,0,2,0,14,2,24,1,0,1,1,0,0,0,0,1,0,0,1,1
Casuarius casuarius,aves,casuariiformes,casuariidae,0,1,26,148.5,43.5,0,0,2,1,50,4,270,0,0,1,0,1,0,0,0,0,0,0,0,1
Corythornis cristatus,aves,coraciiformes,alcedinidae,1,0,7,13,0.0155,0,0,1,0,15,4.5,38,1,0,1,0,0,0,0,0,0,1,0,1,1
Sterna paradisaea,aves,charadriiformes,laridae,0,0,20,34.5,0.1065,1,0,1,0,21.5,2.5,24.5,1,1,1,1,1,0,0,0,0,0,0,0,0
Pelecanus erythrorhynchos,aves,pelecaniformes,pelecanidae,2,0,26,155,8,1,0,1,0,32.5,2,22.5,0,0,0,0,0,0,0,0,1,1,0,0,0
Sternula nereis,aves,charadriiformes,laridae,0,1,17,25,0.07,1,0,1,0,21,1.5,30,0,0,0,0,1,0,0,0,0,0,0,1,0
Cardinalis cardinalis,aves,passeriformes,cardinalidae,1,0,15,22,0.049,1,0,2,0,12,3,38.5,0,0,0,0,0,0,0,0,1,1,0,1,1
Cygnus cygnus,aves,anseriformes,anatidae,,0,22.5,152.5,9.5,1,0,2,0,35,4.5,365,0,0,1,1,0,0,0,0,1,0,1,1,0
Phalacrocorax auritus,aves,suliformes,phalacrocoracidae,2,0,14,80,1.5,1,0,1,0,26.5,4,70,0,0,0,1,0,0,0,0,1,1,0,1,1
Grus canadensis,aves,gruiformes,gruidae,2,0,21,,4,1,0,0,0,30.5,2,285,0,0,1,1,0,0,0,0,1,1,1,1,0
Ceryle rudis,aves,coraciiformes,alcedinidae,,0,4,27,0.085,1,0,1,0,18,4.5,21,1,0,1,0,0,0,0,0,0,1,0,1,1
Passerina ciris,aves,passeriformes,cardinalidae,0,0,12,13,0.016,1,0,0,0,11.5,3.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara chloropterus,aves,psittaciformes,psittacidae,0,0,45,82.5,1.379,1,0,2,0,28,2.5,105,0,0,0,0,0,0,0,0,0,0,0,0,1
Coragyps atratus,aves,accipitriformes,cathartidae,2,0,17.5,65,1.5,1,0,1,0,41.5,2,240,0,0,0,0,0,0,0,0,0,1,0,1,1
Bubulcus ibis,aves,pelecaniformes,ardeidae,2,0,23,51,0.391,1,0,3,0,24,3.5,45.5,1,1,1,1,1,0,0,0,0,1,0,1,1
Ara militaris,aves,psittaciformes,psittacidae,0,1,55,70,0.4505,1,0,2,0,29,2.5,84,0,0,0,0,0,0,0,0,0,1,0,1,1
Ptilonorhynchus violaceus,aves,passeriformes,ptilonorhynchidae,1,0,25,32.5,0.23,1,0,2,1,21,2,19,0,0,0,0,1,0,0,0,0,1,0,1,1
Bubo virginianus,aves,strigiformes,strigidae,1,0,24,53.5,1.416,0,1,1,0,32.5,6,52.5,0,0,0,0,0,0,0,0,1,1,1,1,1
Sialia mexicana,aves,passeriformes,turdidae,2,0,4,17.5,0.027,1,0,3,0,15,5,17.5,0,0,0,0,0,0,0,0,1,1,0,1,0
Eudyptes (chrysocome),aves,sphenisciformes,spheniscidae,,1,10,,2.5,1,0,1,0,33,2,68.5,1,1,0,0,1,0,0,0,1,0,0,1,0
Megaceryle maxima,aves,coraciiformes,alcedinidae,0,0,10,45,0.34,0,0,1,0,26,4,37,1,0,0,0,0,0,0,0,0,1,0,1,1
Icteria virens,aves,passeriformes,icteridae,1,0,8,18,0.027,0,0,0,0,11.5,4,9.5,0,0,0,0,0,0,0,0,1,1,0,1,1
Necrosyrtes monachus,aves,accipitriformes,accipitridae,0,1,25,67,1.5,1,0,4,0,51,1,210,1,0,0,0,0,0,0,0,0,1,0,1,1
Caracara cheriway,aves,falconiformes,falconidae,2,0,24,53.5,0.4005,0,0,0,0,30,2.5,165,0,1,0,0,0,0,0,0,0,1,0,1,1
Pelecanus conspicillatus,aves,pelecaniformes,pelecanidae,1,0,20,100,5.5,1,0,1,0,34.5,2,120,0,0,1,0,1,0,0,0,0,1,0,1,1
Amazona amazonica,aves,psittaciformes,psittacidae,0,0,60,32,0.385,1,0,2,0,21,3.5,60,0,0,0,0,0,0,0,0,0,0,0,0,1
Butorides virescens,aves,pelecaniformes,ardeidae,0,0,8,45.5,0.1925,0,0,1,0,23,3,32.5,1,1,1,1,1,0,0,0,0,1,0,1,1
Cygnus buccinator,aves,anseriformes,anatidae,2,0,28.5,151.5,10,1,0,2,0,34.5,5,365,0,0,0,0,0,0,0,0,1,1,1,1,0
Phalacrocorax carbo,aves,suliformes,phalacrocoracidae,2,0,23,86,3.15,1,0,1,0,29,4,100,1,0,1,1,1,0,0,0,1,1,0,1,1
Antigone vipio,aves,gruiformes,gruidae,0,1,45,118.5,5,1,0,0,0,30,2,72.5,0,0,1,0,0,0,0,0,1,1,0,1,0
Spheniscus mendiculus,aves,sphenisciformes,spheniscidae,0,1,17.5,,3,1,0,1,0,39,1.5,135,0,0,0,0,0,0,0,0,0,0,0,0,1
Anhinga anhinga,aves,suliformes,anhingidae,0,0,12,85,1,0,0,1,0,27.5,3.5,42,0,0,0,0,0,0,0,0,0,1,0,1,1
Branta canadensis,aves,anseriformes,anatidae,2,0,19,92.5,4,1,0,2,0,28,5.5,365,0,0,1,1,1,0,0,0,1,0,1,1,0
Calyptorhynchus latirostris,aves,psittaciformes,cacatuidae,0,1,45,55.5,0.655,1,0,2,0,28,1.5,,0,0,0,0,1,0,0,0,0,0,0,1,0
Gymnogyps californianus,aves,accipitriformes,cathartidae,2,1,50,124.5,10.5,1,0,0,0,57.5,1,180,0,0,0,0,0,0,0,0,0,1,0,1,0
Cereopsis novaehollandiae,aves,anseriformes,anatidae,1,0,17,87.5,5,1,0,2,0,35.5,4.5,73,0,0,0,0,1,0,0,0,0,0,0,1,0
Harpia harpyja,aves,accipitriformes,accipitridae,0,0,30,96.5,6.5,1,0,1,0,56,2,420,0,0,0,0,0,0,0,0,0,0,0,0,1
Pelecanus crispus,aves,pelecaniformes,pelecanidae,0,1,42,171.5,11,1,0,1,0,31,3,75,1,0,1,1,0,0,0,0,1,1,0,1,0
Egretta caerulea,aves,pelecaniformes,ardeidae,0,0,14,68.5,0.354,1,0,1,0,23,4,45.5,1,0,0,1,0,0,0,0,0,0,0,1,1
Pithecophaga jefferyi,aves,accipitriformes,accipitridae,0,1,45,94,6,0,0,1,0,63,1,600,0,0,1,0,0,0,0,0,0,0,0,0,1
Otis tarda,aves,otidiformes,otididae,0,1,28,102.5,10.5,1,0,0,1,27.5,2.5,300,1,0,1,1,0,0,0,0,1,1,0,1,0
Phoenicoparrus jamesi,aves,phoenicopteriformes,phoenicopteridae,1,0,25,,2,1,0,2,0,29,1,90,0,0,0,0,0,0,0,0,0,1,1,0,0
Malurus splendens,aves,passeriformes,maluridae,1,0,5.5,14,0.009,1,0,0,1,14.5,3,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1
Larosterna inca,aves,charadriiformes,laridae,0,0,17,40.5,0.195,1,0,1,0,24.5,2,60,0,0,0,0,0,0,0,0,0,0,0,1,1
Hymenolaimus malacorhynchos,aves,anseriformes,anatidae,0,1,9,52.5,0.835,1,0,0,0,34,5.5,75,0,0,0,0,1,0,0,0,0,0,0,1,0
Pygoscelis papua,aves,sphenisciformes,spheniscidae,1,0,17.5,,6,1,0,1,0,35,2,90,1,1,0,0,1,0,0,0,0,0,1,0,0
Amazona auropalliata,aves,psittaciformes,psittacidae,0,1,50,36,0.58,1,0,2,0,27,3.5,70,0,0,0,0,0,0,0,0,0,0,0,0,1
Asarcornis scutulata,aves,anseriformes,anatidae,0,1,12.5,73.5,3,1,0,0,0,33,16,98,0,0,1,0,0,0,0,0,0,0,0,0,1
Nycticorax nycticorax,aves,pelecaniformes,ardeidae,0,0,25,60.5,0.8,1,1,1,0,21.5,4,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
Poecile atricapillus,aves,passeriformes,paridae,2,0,7,13.5,0.0115,1,0,0,0,12.5,7,38.5,0,0,0,0,0,0,0,0,1,0,1,0,0
Todiramphus chloris,aves,coraciiformes,alcedinidae,0,0,11,25.5,0.0705,0,0,1,0,18,5,28,1,0,1,0,1,0,0,0,0,1,0,0,1
Phalacrocorax harrisi,aves,suliformes,phalacrocoracidae,1,1,13,94.5,3.5,1,0,1,0,35,2.5,180,0,0,0,0,0,0,0,0,0,1,0,0,0
Erythrura gouldiae,aves,passeriformes,estrildidae,1,0,7,13.25,0.014,1,0,2,0,13,6,40,0,0,0,0,1,0,0,0,0,0,0,0,1
Eudyptes chrysolophus,aves,sphenisciformes,spheniscidae,0,1,17.5,,4.5,1,0,1,0,34,2,70,1,1,0,0,0,0,0,0,1,0,0,1,0
Struthio camelus,aves,struthioniformes,struthionidae,0,0,45,,104,1,0,2,1,42,6.5,540,1,0,0,0,1,0,0,0,0,1,0,1,1
Regulus regulus,aves,passeriformes,regulidae,0,0,5,8.5,0.0055,1,0,3,0,16,10.5,19.5,1,0,1,1,0,0,0,0,1,0,0,1,0
Grus americana,aves,gruiformes,gruidae,2,1,31,,6.5,1,0,0,0,29.5,2,85,0,0,0,0,0,0,0,0,1,0,0,0,0
Egretta novaehollandiae,aves,pelecaniformes,ardeidae,,0,17.5,62,0.525,0,0,1,0,24.5,3,40,0,0,1,0,1,0,0,0,0,1,0,1,1
Grus carunculata,aves,gruiformes,gruidae,0,1,25,120,7.5,1,0,0,0,34.5,1.5,105,1,0,0,0,0,0,0,0,0,0,0,1,1
Fulica americana,aves,gruiformes,rallidae,0,0,15.5,38.5,0.6375,1,0,0,0,23,9,60,0,0,0,1,0,0,0,0,1,1,0,1,1
Cacatua goffiniana,aves,psittaciformes,cacatuidae,0,0,37.5,31,0.275,1,0,0,0,28,2.5,66.5,0,0,1,0,0,0,0,0,0,0,0,0,1
Egretta tricolor,aves,pelecaniformes,ardeidae,1,0,17,66,0.3745,0,0,1,0,21,3.5,35,0,0,0,1,0,0,0,0,0,0,0,0,1
Chen caerulescens,aves,anseriformes,anatidae,2,0,20,,2,1,0,2,0,24,4,47,0,0,1,1,1,0,0,0,1,1,1,1,1
Buteo regalis,aves,accipitriformes,accipitridae,2,0,20,58,1.505,0,0,1,0,35,4,45,0,0,0,0,0,0,0,0,1,1,0,1,0
Branta sandvicensis,aves,anseriformes,anatidae,2,1,22,61,2,1,0,2,0,30,3.5,365,0,0,0,0,0,0,0,0,0,0,0,0,1
Grus rubicunda,aves,gruiformes,gruidae,0,0,33,,5.5,0,0,0,0,29,2,525,0,0,1,0,1,0,0,0,0,1,0,1,1
Chordeiles minor,aves,caprimulgiformes,caprimulgidae,0,0,4.5,23.5,0.0765,0,0,0,0,19,2,47.5,1,0,0,1,0,0,0,0,1,1,0,1,1
Ptilinopus jambu,aves,columbiformes,columbidae,0,0,8,25,0.042,1,0,2,0,17.5,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1
Calamospiza melanocorys,aves,passeriformes,emberizidae,0,0,4,16,0.0405,1,0,3,0,10.5,4.5,8.5,0,0,0,0,0,0,0,0,1,1,0,0,0
Burhinus grallarius,aves,charadriiformes,burhinidae,0,0,25,,0.6475,1,1,1,0,28,2,180,0,0,1,0,1,0,0,0,0,1,0,1,1
Spheniscus magellanicus,aves,sphenisciformes,spheniscidae,0,0,25,,4,1,0,1,0,40.5,2.5,65,0,0,0,0,0,0,0,0,0,0,1,1,0
Cygnus melancoryphus,aves,anseriformes,anatidae,1,0,25,113,4.5,1,0,2,0,35,5,330,0,1,0,0,0,0,0,0,0,1,0,1,0
Cathartes aura,aves,accipitriformes,cathartidae,1,0,16,71.5,1,1,0,0,0,35,2,85,0,1,0,0,0,0,0,0,1,1,1,1,1
Aptenodytes patagonicus,aves,sphenisciformes,spheniscidae,2,0,17.5,,13.5,1,0,1,0,55,1,450,1,1,0,0,0,0,0,0,1,0,1,0,0
Bubo bubo,aves,strigiformes,strigidae,0,0,40,65.5,2.5,0,1,1,0,33.5,2.5,,0,0,1,1,0,0,0,0,1,0,1,1,0
Plectrophenax nivalis,aves,passeriformes,calcariidae,0,0,8,15,0.035,1,0,0,0,13,5,13.5,1,0,1,1,0,0,0,0,1,1,1,1,0
Botaurus lentiginosus,aves,pelecaniformes,ardeidae,0,0,8,71.5,0.1855,0,0,1,1,26,4.5,28,0,0,0,1,0,0,0,0,1,1,0,1,0
Eudyptes sclateri,aves,sphenisciformes,spheniscidae,0,1,17.5,,4,1,0,1,0,35,2,75,0,0,0,0,1,0,0,0,1,0,0,1,0
Cygnus columbianus,aves,anseriformes,anatidae,,0,25,132.5,6,1,0,2,0,32,4,730,1,0,1,1,0,0,0,0,1,0,1,1,0
Amazona leucocephala,aves,psittaciformes,psittacidae,0,0,55,30.5,0.2805,1,0,2,0,27,3,58,0,0,0,0,0,0,0,0,0,0,0,0,1
Pygoscelis adeliae,aves,sphenisciformes,spheniscidae,2,0,15,,4.5,1,0,1,0,36,2,56,0,1,0,0,0,0,0,0,0,0,1,0,0
Loxia curvirostra,aves,passeriformes,fringillidae,1,0,8,15,0.0365,1,0,2,0,14,3.5,50,1,0,1,1,0,0,0,0,1,1,0,1,0
Aquila audax,aves,accipitriformes,accipitridae,2,0,30,93.5,3.5,1,0,0,0,45,2,180,0,0,1,0,1,0,0,0,0,0,0,1,1
Spheniscus humboldti,aves,sphenisciformes,spheniscidae,,1,22.5,,3.5,1,0,1,0,40,1.5,80,0,0,0,0,0,0,0,0,0,0,0,1,1
Megadyptes antipodes,aves,sphenisciformes,spheniscidae,0,1,22,,6.5,1,0,1,0,45,2,98,0,0,0,0,1,0,0,0,0,0,0,1,0
Dolichonyx oryzivorus,aves,passeriformes,icteridae,0,0,6.5,18,0.0425,1,0,0,1,11.5,5,16,0,0,0,1,0,0,0,0,1,1,0,1,1
Ciconia episcopus,aves,ciconiiformes,ciconiidae,0,1,20,,1,0,1,1,0,30.5,3,150,0,0,1,0,0,0,0,0,0,1,1,1,1
Pelecanus occidentalis,aves,pelecaniformes,pelecanidae,2,0,29,121.5,3.5,1,0,1,0,29,2.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Nyctanassa violacea,aves,pelecaniformes,ardeidae,1,0,6,62.5,0.725,1,1,1,0,23,3,25,0,0,0,0,0,0,0,0,0,0,0,1,1
Sterna hirundo,aves,charadriiformes,laridae,,0,19,33,0.1255,1,0,1,0,23,2.5,25,1,1,1,1,1,0,0,0,1,1,0,1,1
Callipepla gambelii,aves,galliformes,odontophoridae,1,0,1.5,28,0.175,1,0,2,0,22,12,,0,0,0,0,0,0,0,0,0,1,0,0,0
Xanthocephalus xanthocephalus,aves,passeriformes,icteridae,2,0,10.5,23.5,0.072,1,0,3,1,12,4,10.5,0,0,0,1,0,0,0,0,1,1,0,1,0
Coccyzus americanus,aves,cuculiformes,cuculidae,0,0,5,28,0.06,0,0,,0,10,3,21,1,0,0,1,1,0,0,0,0,0,0,1,1
Lophophorus impejanus,aves,galliformes,phasianidae,0,0,11,70,2.265,1,0,0,0,27,4,180,0,0,1,0,0,0,0,0,0,0,0,1,0
Thalassarche melanophris,aves,procellariiformes,diomedeidae,0,0,51,87.5,3,0,0,1,0,71,1,120,1,1,0,1,1,0,0,0,1,0,0,1,0
Eudyptes robustus,aves,sphenisciformes,spheniscidae,1,1,17.5,,3,1,0,1,0,34,2,77,0,0,0,0,1,0,0,0,0,0,0,1,0
Onychoprion fuscatus,aves,charadriiformes,laridae,,0,32,34.5,0.195,1,1,1,0,29,1,60,1,1,1,0,1,0,0,0,0,0,0,1,1
Buceros bicornis,aves,bucerotiformes,bucerotidae,0,1,40,112.5,3,1,0,2,0,39,1.5,84,0,0,1,0,0,0,0,0,0,0,0,0,1
Eudyptes schlegeli,aves,sphenisciformes,spheniscidae,1,0,17.5,,5.5,1,0,1,0,32.5,2,65,0,0,0,0,1,0,0,0,1,0,0,0,0
Amaurornis flavirostra,aves,gruiformes,rallidae,,0,,21,0.0935,0,0,0,0,16,3,38.5,1,0,0,1,0,0,0,0,0,1,0,1,1
Stephanoaetus coronatus,aves,accipitriformes,accipitridae,0,0,14,89.5,3,1,0,1,0,49,1.5,420,1,0,0,0,0,0,0,0,0,0,0,0,1
Haliaeetus vocifer,aves,accipitriformes,accipitridae,1,0,26,69,2.5,1,0,1,0,43.5,2,150,1,0,0,0,0,0,0,0,0,0,0,1,1
Pygoscelis antarcticus,aves,sphenisciformes,spheniscidae,0,0,17.5,,4.5,1,1,1,0,37,2,56,0,1,0,0,0,0,0,0,1,0,1,0,0
Falco peregrinus,aves,falconiformes,falconidae,1,0,22,46,0.1655,0,0,1,0,31,4,60,1,0,1,1,1,0,0,0,1,1,1,1,1
Anas platyrhynchos,aves,anseriformes,anatidae,2,0,11.5,57.5,0.5,1,0,0,0,27,11,51,1,1,1,1,1,0,0,0,1,1,1,1,0
Eudyptes pachyrhynchus,aves,sphenisciformes,spheniscidae,0,1,17.5,,4.5,0,1,1,0,33,2,75,0,0,0,0,1,0,0,0,0,0,0,1,0
Phoebastria irrorata,aves,procellariiformes,diomedeidae,0,1,42.5,85,3,1,1,1,0,60,1,166,0,0,0,0,0,0,0,0,1,1,0,1,1
Certhia americana,aves,passeriformes,certhiidae,1,0,4,13,0.0075,0,0,0,0,15,5,31,0,0,0,0,0,0,0,0,1,1,1,1,1
Calyptomena viridis,aves,passeriformes,eurylaimidae,0,0,12.5,,0.058,1,0,2,,,2.5,22.5,0,0,1,0,0,0,0,0,0,0,0,0,1
Haliaeetus albicilla,aves,accipitriformes,accipitridae,2,0,34.5,80,5,1,0,0,0,40,2,120,0,0,1,1,0,0,0,0,1,0,1,1,0
Milvus migrans,aves,accipitriformes,accipitridae,,0,26,57.5,0.785,1,0,0,0,32,2.5,,1,0,1,1,1,0,0,0,0,0,0,1,1
Sternula antillarum,aves,charadriiformes,laridae,0,0,17.5,23,0.0455,1,0,1,0,21,2,90,0,0,0,0,0,0,0,0,0,0,0,1,1
Thalasseus maximus,aves,charadriiformes,laridae,1,0,17,47.5,0.4,1,0,1,0,28,1,195,1,0,0,0,0,0,0,0,0,0,0,1,1
Polemaetus bellicosus,aves,accipitriformes,accipitridae,0,1,19.5,87,4.5,0,0,1,0,49,1,360,1,0,0,0,0,0,0,0,0,0,0,0,1
Columbina inca,aves,columbiformes,columbidae,2,0,4.5,19.5,0.044,1,0,2,0,13,2,14,0,0,0,0,0,0,0,0,0,1,0,1,1
Bubo scandiacus,aves,strigiformes,strigidae,0,1,19,61.5,2,0,0,1,0,35,7,73.5,0,0,1,1,0,0,0,0,0,0,1,1,0
Spinus pinus,aves,passeriformes,fringillidae,1,0,3,12.5,0.015,0,0,0,0,13,3.5,15,0,0,0,0,0,0,0,0,1,1,1,1,1
Haliaeetus leucogaster,aves,accipitriformes,accipitridae,0,0,30,78,2.5,1,0,0,0,42,2,180,0,0,1,0,1,0,0,0,0,0,0,1,1
Numenius americanus,aves,charadriiformes,scolopacidae,0,0,10,57.5,0.72,0,0,1,0,28.5,4,56,0,0,0,0,0,0,0,0,1,1,0,1,1
Recurvirostra americana,aves,charadriiformes,recurvirostridae,1,0,12,45,0.3125,1,0,0,0,23,3.5,31.5,0,0,0,0,0,0,0,0,0,1,0,1,1
Phoebastria immutabilis,aves,procellariiformes,diomedeidae,1,0,31.5,81,2.5,1,1,1,0,65,1,165,0,0,1,0,1,0,0,0,1,1,0,1,1
Agelaius phoeniceus,aves,passeriformes,icteridae,0,0,9,20,0.0545,1,0,0,1,12,5,49,0,0,0,0,0,0,0,0,1,1,1,1,1
Ixobrychus exilis,aves,pelecaniformes,ardeidae,1,0,10,32,0.0765,0,0,1,0,19.5,3.5,25,1,0,0,1,0,0,0,0,0,1,0,1,1
Carduelis carduelis,aves,passeriformes,fringillidae,0,0,10,12.5,0.0165,1,0,2,0,,5,23.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Anser cygnoides,aves,anseriformes,anatidae,0,1,10,87.5,2.5,1,0,2,0,28,6.5,73.5,0,0,1,0,0,0,0,0,0,0,0,1,0
Sterna dougallii,aves,charadriiformes,laridae,,0,16.5,34.5,0.115,1,0,1,0,23.5,1.5,90,1,0,1,1,1,0,0,0,0,0,0,1,1
Bubo africanus,aves,strigiformes,strigidae,1,0,15,45,0.6805,0,1,1,0,32,3,84,1,0,1,0,0,0,0,0,0,1,0,0,1
Haliastur indus,aves,accipitriformes,accipitridae,0,0,30,48,0.495,1,0,0,0,26.5,2,105,0,0,1,0,1,0,0,0,0,0,0,0,1
Anas superciliosa,aves,anseriformes,anatidae,,0,2,57.5,,1,1,0,0,28,10,53,0,0,1,0,1,0,0,0,0,0,0,0,1
Phoebastria albatrus,aves,procellariiformes,diomedeidae,2,1,32.5,89,6,1,1,1,0,65,1,150,0,0,1,0,1,0,0,0,1,0,0,1,0
Falco cherrug,aves,falconiformes,falconidae,0,1,17.5,51,0.3655,0,0,1,0,34,4.5,87.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Falco tinnunculus,aves,falconiformes,falconidae,0,0,16.5,35.5,0.225,0,0,1,0,28,5,,1,0,1,1,0,0,0,0,1,0,0,1,1
Chen canagica,aves,anseriformes,anatidae,0,0,9,77.5,2.5,1,0,2,0,24.5,4.5,55,0,0,1,0,0,0,0,0,0,0,1,0,0
Corvus brachyrhynchos,aves,passeriformes,corvidae,2,0,7.5,46.5,0.468,1,0,,0,18,4.5,35,0,0,0,0,0,0,0,0,1,1,0,1,0
Threskiornis molucca,aves,pelecaniformes,threskiornithidae,1,0,28,70,1.5,1,0,1,0,22,2.5,48,0,0,1,0,1,0,0,0,0,0,0,1,1
Luscinia megarhynchos,aves,passeriformes,muscicapidae,1,0,4.5,15.5,0.0205,0,0,0,0,13.5,4.5,33.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Molothrus ater,aves,passeriformes,icteridae,0,0,16,19,0.044,1,0,2,0,11,40,27,0,0,0,1,0,0,0,0,1,1,0,1,1
Mellisuga helenae,aves,apodiformes,trochilidae,0,0,8.5,5.5,0.0015,0,0,2,1,21.5,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1
Chlidonias niger,aves,charadriiformes,laridae,0,0,17,25.5,0.067,1,0,1,0,21,2.5,23,1,0,1,1,0,0,0,0,1,1,0,1,1
Colinus virginianus,aves,galliformes,odontophoridae,0,0,3.5,26,0.151,1,0,2,0,24.5,13,14,0,0,1,1,0,0,0,0,1,1,0,1,1
Centrocercus minimus,aves,galliformes,phasianidae,0,1,5,41.5,0.496,1,0,0,1,26,7,77,0,0,0,0,0,0,0,0,0,1,0,1,0
Falco rusticolus,aves,falconiformes,falconidae,1,0,20,56.5,0.4035,0,0,1,0,35,3,105,0,0,1,1,0,0,0,0,1,0,1,0,0
Podargus strigoides,aves,caprimulgiformes,podargidae,1,0,12,43.5,0.425,1,1,1,0,30,2,30,0,0,0,0,1,0,0,0,0,0,0,1,1
Egretta garzetta,aves,pelecaniformes,ardeidae,2,0,,60,0.45,1,0,1,0,23,4,42.5,1,0,1,1,1,0,0,0,0,0,0,1,1
Gallus gallus,aves,galliformes,phasianidae,0,0,20,58.5,0.243,1,0,0,1,21,5,84,0,0,1,0,0,0,0,0,0,0,0,0,1
Acridotheres tristis,aves,passeriformes,sturnidae,2,0,8,23,0.1235,1,0,0,0,17.5,5,42,1,0,1,0,1,0,0,0,0,0,0,1,1
Limosa lapponica,aves,charadriiformes,scolopacidae,0,0,30,39,0.41,1,0,1,0,21,3,30,1,0,1,1,1,0,0,0,1,0,1,1,1
Malurus cyaneus,aves,passeriformes,maluridae,1,0,5.5,,0.0105,1,0,0,1,14,3.5,40,0,0,0,0,1,0,0,0,0,0,0,1,1
Tachybaptus ruficollis,aves,podicipediformes,podicipedidae,0,0,12.5,26,0.183,0,0,0,0,22.5,5.5,,1,0,1,1,1,0,0,0,0,0,0,1,1
Centrocercus urophasianus,aves,galliformes,phasianidae,0,0,10,64,2,1,0,2,1,26,8,77,0,0,0,0,0,0,0,0,1,1,0,1,0
Coracias benghalensis,aves,coraciiformes,coraciidae,2,0,17,26.5,0.09,0,0,1,,18,4,30,0,0,1,0,0,0,0,0,0,0,0,0,1
Gymnorhina tibicen,aves,passeriformes,artamidae,2,0,27.5,40,0.285,1,0,0,0,20,3.5,6,0,0,1,0,1,0,0,0,0,0,0,1,1
Chrysolophus pictus,aves,galliformes,phasianidae,0,0,12.5,88,0.625,0,0,2,0,22.5,8.5,,0,0,1,0,0,0,0,0,0,0,0,1,0
